position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,inline_links_cached_page_link,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,type,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,inline_links_html_version,resources_1_title,resources_1_link,publication_info_authors_5_name,publication_info_authors_5_link,publication_info_authors_5_serpapi_scholar_link,publication_info_authors_5_author_id,publication_info_authors_6_name,publication_info_authors_6_link,publication_info_authors_6_serpapi_scholar_link,publication_info_authors_6_author_id
5,Deep reinforcement learning for dynamic multichannel access in wireless networks,ge1z3XZEMewJ,https://ieeexplore.ieee.org/abstract/document/8303773/,… apply the concept of reinforcement learning and implement a deep Q-network (DQN). We first … system dynamics and show through simulations that DQN can achieve the same optimal …,"S Wang, H Liu, PH Gomes… - IEEE Transactions on …, 2018 - ieeexplore.ieee.org",S Wang,https://scholar.google.com/citations?user=Bnv_t0sAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Bnv_t0sAAAAJ&engine=google_scholar_author&hl=en,Bnv_t0sAAAAJ,H Liu,https://scholar.google.com/citations?user=9xkIAQcAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=9xkIAQcAAAAJ&engine=google_scholar_author&hl=en,9xkIAQcAAAAJ,PH Gomes,https://scholar.google.com/citations?user=SqtVOKUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=SqtVOKUAAAAJ&engine=google_scholar_author&hl=en,SqtVOKUAAAAJ,ieee.org,PDF,https://ieeexplore.ieee.org/ielaam/6687307/8388569/8303773-aam.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=ge1z3XZEMewJ,460.0,"https://scholar.google.com/scholar?cites=17019459744122006913&as_sdt=5,34&sciodt=0,34&hl=en&num=20",17019459744122006913,https://serpapi.com/search.json?as_sdt=5%2C34&cites=17019459744122006913&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:ge1z3XZEMewJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3Age1z3XZEMewJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=17019459744122006913&hl=en&num=20&as_sdt=0,34",17019459744122006913,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=17019459744122006913&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,,,
6,Incorporating graph attention mechanism into knowledge graph reasoning based on deep reinforcement learning,PUoIaVyvxOkJ,https://aclanthology.org/D19-1264/,"… Knowledge Graph (KG) reasoning aims at finding reasoning paths for relations, in order to … In this paper, we present a deep reinforcement learning based model named by AttnPath, …","H Wang, S Li, R Pan, M Mao - … of the 2019 conference on empirical …, 2019 - aclanthology.org",H Wang,https://scholar.google.com/citations?user=N2sQnbMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=N2sQnbMAAAAJ&engine=google_scholar_author&hl=en,N2sQnbMAAAAJ,S Li,https://scholar.google.com/citations?user=LQITVaEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=LQITVaEAAAAJ&engine=google_scholar_author&hl=en,LQITVaEAAAAJ,R Pan,https://scholar.google.com/citations?user=OIJ8_gIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=OIJ8_gIAAAAJ&engine=google_scholar_author&hl=en,OIJ8_gIAAAAJ,aclanthology.org,PDF,https://aclanthology.org/D19-1264.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=PUoIaVyvxOkJ,57.0,"https://scholar.google.com/scholar?cites=16844781317706500669&as_sdt=5,34&sciodt=0,34&hl=en&num=20",16844781317706500669,https://serpapi.com/search.json?as_sdt=5%2C34&cites=16844781317706500669&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:PUoIaVyvxOkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3APUoIaVyvxOkJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=16844781317706500669&hl=en&num=20&as_sdt=0,34",16844781317706500669,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=16844781317706500669&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:PUoIaVyvxOkJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",,,,,,,,,,,,,,,,,,,,
7,Reinforcement Learning Approach for Integrating Compressed Contexts into Knowledge Graphs,CulTgEqsLGMJ,https://arxiv.org/abs/2404.12587,… Leveraging reinforcement learning through the application of DQN marks a progression … The continuous evolution of reinforcement learning strategies for knowledge graph integration …,"N Quach, Q Wang, Z Gao, Q Sun, B Guan… - arXiv preprint arXiv …, 2024 - arxiv.org",,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/2404.12587,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=CulTgEqsLGMJ,1.0,"https://scholar.google.com/scholar?cites=7146276144710674698&as_sdt=5,34&sciodt=0,34&hl=en&num=20",7146276144710674698,https://serpapi.com/search.json?as_sdt=5%2C34&cites=7146276144710674698&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:CulTgEqsLGMJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3ACulTgEqsLGMJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=7146276144710674698&hl=en&num=20&as_sdt=0,34",7146276144710674698,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=7146276144710674698&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:CulTgEqsLGMJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",,,,,,,,,,,,,,,,,,,,
8,Multi‐robot path planning based on a deep reinforcement learning DQN algorithm,6x_TgXJ81i4J,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/trit.2020.0024,"… (DQN) algorithm in a deep reinforcement learning algorithm, … -learning algorithm in deep reinforcement learning is to address … DQN algorithm. Simulation results show that the improved …","Y Yang, L Juntao, P Lingling - CAAI Transactions on …, 2020 - Wiley Online Library",,,,,,,,,,,,,wiley.com,PDF,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/trit.2020.0024?crawler=true&mimetype=application,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=6x_TgXJ81i4J,155.0,"https://scholar.google.com/scholar?cites=3375021802006978539&as_sdt=5,34&sciodt=0,34&hl=en&num=20",3375021802006978539,https://serpapi.com/search.json?as_sdt=5%2C34&cites=3375021802006978539&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:6x_TgXJ81i4J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3A6x_TgXJ81i4J%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=3375021802006978539&hl=en&num=20&as_sdt=0,34",3375021802006978539,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=3375021802006978539&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,Full View,"https://scholar.google.com/scholar?output=instlink&q=info:6x_TgXJ81i4J:scholar.google.com/&hl=en&num=20&as_sdt=0,34&scillfp=9335667215114289064&oi=lle",,,,,,,,
9,Reinforcement learning-based knowledge graph reasoning for aluminum alloy applications,YxGjFWJFPuwJ,https://www.sciencedirect.com/science/article/pii/S0927025623000691,"… we propose a knowledge graph reasoning algorithm based on reinforcement learning using … of sparse reward in the traditional reinforcement learning-based reasoning algorithm, in …","J Liu, Q Qian - Computational Materials Science, 2023 - Elsevier",Q Qian,https://scholar.google.com/citations?user=U3FJ0TQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=U3FJ0TQAAAAJ&engine=google_scholar_author&hl=en,U3FJ0TQAAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=YxGjFWJFPuwJ,3.0,"https://scholar.google.com/scholar?cites=17023119929079173475&as_sdt=5,34&sciodt=0,34&hl=en&num=20",17023119929079173475,https://serpapi.com/search.json?as_sdt=5%2C34&cites=17023119929079173475&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:YxGjFWJFPuwJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3AYxGjFWJFPuwJ%3Ascholar.google.com%2F&start=20,,,,,,,,,,,,,,,,,,,,,,,,,
10,Leveraging deep reinforcement learning for pedagogical policy induction in an intelligent tutoring system,JnZMmGVzliEJ,https://par.nsf.gov/biblio/10136494,"… the DQN and Double-DQN … DQN policy, although better than Double-DQN, was no better than a random policy. However, when combining DQN with the inferred rewards, our best DQN …","MS Ausin - In: Proceedings of the 12th International Conference on …, 2019 - par.nsf.gov",MS Ausin,https://scholar.google.com/citations?user=n7j70gsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=n7j70gsAAAAJ&engine=google_scholar_author&hl=en,n7j70gsAAAAJ,,,,,,,,,nsf.gov,PDF,https://par.nsf.gov/servlets/purl/10136494,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=JnZMmGVzliEJ,33.0,"https://scholar.google.com/scholar?cites=2420248729942259238&as_sdt=5,34&sciodt=0,34&hl=en&num=20",2420248729942259238,https://serpapi.com/search.json?as_sdt=5%2C34&cites=2420248729942259238&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:JnZMmGVzliEJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3AJnZMmGVzliEJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=2420248729942259238&hl=en&num=20&as_sdt=0,34",2420248729942259238,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=2420248729942259238&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:JnZMmGVzliEJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",,,,,,,,,,,,,,,,,,,,
11,Induction and exploitation of subgoal automata for reinforcement learning,nYcQax7reXUJ,http://www.jair.org/index.php/jair/article/view/12372,"… reinforcement learning and automaton learning. Firstly, we explain two reinforcement learning … Secondly, we explain how reinforcement learning and automaton learning are interleaved …","D Furelos-Blanco, M Law, A Jonsson, K Broda… - Journal of Artificial …, 2021 - jair.org",D Furelos-Blanco,https://scholar.google.com/citations?user=IfMKjBgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=IfMKjBgAAAAJ&engine=google_scholar_author&hl=en,IfMKjBgAAAAJ,M Law,https://scholar.google.com/citations?user=A5JWIs0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=A5JWIs0AAAAJ&engine=google_scholar_author&hl=en,A5JWIs0AAAAJ,A Jonsson,https://scholar.google.com/citations?user=SI_uHCIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=SI_uHCIAAAAJ&engine=google_scholar_author&hl=en,SI_uHCIAAAAJ,jair.org,PDF,https://www.jair.org/index.php/jair/article/download/12372/26668,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=nYcQax7reXUJ,35.0,"https://scholar.google.com/scholar?cites=8465055490497349533&as_sdt=5,34&sciodt=0,34&hl=en&num=20",8465055490497349533,https://serpapi.com/search.json?as_sdt=5%2C34&cites=8465055490497349533&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:nYcQax7reXUJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3AnYcQax7reXUJ%3Ascholar.google.com%2F&start=20,12.0,"https://scholar.google.com/scholar?cluster=8465055490497349533&hl=en&num=20&as_sdt=0,34",8465055490497349533,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=8465055490497349533&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:nYcQax7reXUJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",,,,,,,,,,,Full View,"https://scholar.google.com/scholar?output=instlink&q=info:nYcQax7reXUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,34&scillfp=9872157263205223974&oi=lle",,,,,,,,
12,A spatially explicit reinforcement learning model for geographic knowledge graph summarization,jEfjWngGlbsJ,https://onlinelibrary.wiley.com/doi/abs/10.1111/tgis.12547,"… The reward function plays an important role in guiding the agent to summarize the geographic knowledge graph, as the goal of our reinforcement learning model is to find an optimal …","B Yan, K Janowicz, G Mai, R Zhu - Transactions in GIS, 2019 - Wiley Online Library",B Yan,https://scholar.google.com/citations?user=lL_-M7IAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=lL_-M7IAAAAJ&engine=google_scholar_author&hl=en,lL_-M7IAAAAJ,K Janowicz,https://scholar.google.com/citations?user=6B2Z9vAAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=6B2Z9vAAAAAJ&engine=google_scholar_author&hl=en,6B2Z9vAAAAAJ,G Mai,https://scholar.google.com/citations?user=X2Wfl1UAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=X2Wfl1UAAAAJ&engine=google_scholar_author&hl=en,X2Wfl1UAAAAJ,semanticscholar.org,PDF,https://pdfs.semanticscholar.org/e2ff/9c72d55c4fef8ca3cc6b84a6f5f1c22be485.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=jEfjWngGlbsJ,44.0,"https://scholar.google.com/scholar?cites=13516716970613098380&as_sdt=5,34&sciodt=0,34&hl=en&num=20",13516716970613098380,https://serpapi.com/search.json?as_sdt=5%2C34&cites=13516716970613098380&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:jEfjWngGlbsJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3AjEfjWngGlbsJ%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=13516716970613098380&hl=en&num=20&as_sdt=0,34",13516716970613098380,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=13516716970613098380&engine=google_scholar&hl=en&num=20,,R Zhu,https://scholar.google.com/citations?user=7ZN8prIAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7ZN8prIAAAAJ&engine=google_scholar_author&hl=en,7ZN8prIAAAAJ,,,,,,,,,,,,,,,,
13,An optimistic perspective on offline reinforcement learning,b5u6U1HTwwIJ,https://proceedings.mlr.press/v119/agarwal20c,… Off-policy reinforcement learning (RL) using a fixed offline dataset of logged interactions is … using the DQN Replay Dataset comprising the entire replay experience of a DQN agent on 60 …,"R Agarwal, D Schuurmans… - … Conference on Machine …, 2020 - proceedings.mlr.press",R Agarwal,https://scholar.google.com/citations?user=aH8AJu4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=aH8AJu4AAAAJ&engine=google_scholar_author&hl=en,aH8AJu4AAAAJ,D Schuurmans,https://scholar.google.com/citations?user=xaQuPloAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=xaQuPloAAAAJ&engine=google_scholar_author&hl=en,xaQuPloAAAAJ,,,,,mlr.press,PDF,http://proceedings.mlr.press/v119/agarwal20c/agarwal20c.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=b5u6U1HTwwIJ,535.0,"https://scholar.google.com/scholar?cites=199235154784983919&as_sdt=5,34&sciodt=0,34&hl=en&num=20",199235154784983919,https://serpapi.com/search.json?as_sdt=5%2C34&cites=199235154784983919&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:b5u6U1HTwwIJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3Ab5u6U1HTwwIJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=199235154784983919&hl=en&num=20&as_sdt=0,34",199235154784983919,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=199235154784983919&engine=google_scholar&hl=en&num=20,"http://scholar.googleusercontent.com/scholar?q=cache:b5u6U1HTwwIJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",,,,,,,,,,,,,,,,,,,,
14,Deep reinforcement learning: An overview,1pKivau298wJ,https://arxiv.org/abs/1701.07274,"… and reinforcement learning. Next we discuss core RL elements, including value function, in particular, Deep Q-Network (DQN… This is the first overview about deep reinforcement learning …","Y Li - arXiv preprint arXiv:1701.07274, 2017 - arxiv.org",,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1701.07274.pdf?source=post_page---------------------------,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=1pKivau298wJ,1738.0,"https://scholar.google.com/scholar?cites=14769474351722042070&as_sdt=5,34&sciodt=0,34&hl=en&num=20",14769474351722042070,https://serpapi.com/search.json?as_sdt=5%2C34&cites=14769474351722042070&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:1pKivau298wJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3A1pKivau298wJ%3Ascholar.google.com%2F&start=20,5.0,"https://scholar.google.com/scholar?cluster=14769474351722042070&hl=en&num=20&as_sdt=0,34",14769474351722042070,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=14769474351722042070&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:1pKivau298wJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",,,,,,,,,,,,,,,,,,,,
15,Dream: Adaptive reinforcement learning based on attention mechanism for temporal knowledge graph reasoning,IAEKVRiqqJ0J,https://dl.acm.org/doi/abs/10.1145/3539618.3591671,"… As reinforcement learning (RL) for multi-hop reasoning on traditional knowledge graphs … To overcome these challenges, we propose an adaptive reinforcement learning model based …","S Zheng, H Yin, T Chen, QVH Nguyen… - Proceedings of the 46th …, 2023 - dl.acm.org",H Yin,https://scholar.google.com/citations?user=JJsBmhYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=JJsBmhYAAAAJ&engine=google_scholar_author&hl=en,JJsBmhYAAAAJ,T Chen,https://scholar.google.com/citations?user=07cqSMsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=07cqSMsAAAAJ&engine=google_scholar_author&hl=en,07cqSMsAAAAJ,QVH Nguyen,https://scholar.google.com/citations?user=ntkO_bEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=ntkO_bEAAAAJ&engine=google_scholar_author&hl=en,ntkO_bEAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/2304.03984,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=IAEKVRiqqJ0J,9.0,"https://scholar.google.com/scholar?cites=11360517081524732192&as_sdt=5,34&sciodt=0,34&hl=en&num=20",11360517081524732192,https://serpapi.com/search.json?as_sdt=5%2C34&cites=11360517081524732192&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:IAEKVRiqqJ0J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3AIAEKVRiqqJ0J%3Ascholar.google.com%2F&start=20,4.0,"https://scholar.google.com/scholar?cluster=11360517081524732192&hl=en&num=20&as_sdt=0,34",11360517081524732192,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=11360517081524732192&engine=google_scholar&hl=en&num=20,,,,,,,,,,,,,,,,,,,,,
16,Transfer in deep reinforcement learning using knowledge graphs,g9cBas602LYJ,https://arxiv.org/abs/1908.06556,… In this section we consider the problem of transferring a knowledge graph from a static text resource to a DQN—which we refer to as seeding. KG-DQN uses a knowledge graph as a …,"P Ammanabrolu, MO Riedl - arXiv preprint arXiv:1908.06556, 2019 - arxiv.org",P Ammanabrolu,https://scholar.google.com/citations?user=2yaiWZ8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=2yaiWZ8AAAAJ&engine=google_scholar_author&hl=en,2yaiWZ8AAAAJ,MO Riedl,https://scholar.google.com/citations?user=Yg_QjxcAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Yg_QjxcAAAAJ&engine=google_scholar_author&hl=en,Yg_QjxcAAAAJ,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1908.06556,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=g9cBas602LYJ,37.0,"https://scholar.google.com/scholar?cites=13175479508507154307&as_sdt=5,34&sciodt=0,34&hl=en&num=20",13175479508507154307,https://serpapi.com/search.json?as_sdt=5%2C34&cites=13175479508507154307&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:g9cBas602LYJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",https://serpapi.com/search.json?as_sdt=0%2C34&engine=google_scholar&hl=en&num=20&q=related%3Ag9cBas602LYJ%3Ascholar.google.com%2F&start=20,4.0,"https://scholar.google.com/scholar?cluster=13175479508507154307&hl=en&num=20&as_sdt=0,34",13175479508507154307,https://serpapi.com/search.json?as_sdt=0%2C34&cluster=13175479508507154307&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:g9cBas602LYJ:scholar.google.com/+%22reinforcement+learning%22+AND+(%22aixi%22+OR+%22dqn%22+OR+%22induction%22+OR+%22solomonoff%22+OR+%22kolmogorov%22+OR+%22knowledge+graph%22)&hl=en&num=20&as_sdt=0,34",,,,,,,,,,,,,,,,,,,,
