position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,inline_links_cached_page_link,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,type,inline_links_html_version
10,Optimistic AIXI,dbYFpahznb4J,https://link.springer.com/chapter/10.1007/978-3-642-35506-6_32,"… In Section 2, we discuss the rational betting theory that has recently been used to derive AIXI [SH11a] and in Section 3, after introducing the reinforcement learning agent setting, we …","P Sunehag, M Hutter - … : 5th International Conference, AGI 2012, Oxford …, 2012 - Springer",P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,hutter1.net,PDF,http://www.hutter1.net/publ/aixiopt.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=dbYFpahznb4J,11.0,"https://scholar.google.com/scholar?cites=13735261606710195829&as_sdt=5,38&sciodt=0,38&hl=en&num=20",13735261606710195829,https://serpapi.com/search.json?as_sdt=5%2C38&cites=13735261606710195829&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:dbYFpahznb4J:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3AdbYFpahznb4J%3Ascholar.google.com%2F&start=0,11.0,"https://scholar.google.com/scholar?cluster=13735261606710195829&hl=en&num=20&as_sdt=0,38",13735261606710195829,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=13735261606710195829&engine=google_scholar&hl=en&num=20,,,,,,,
11,Non-Markovian State Aggregation for Reinforcement Learning,rJ5Sjtw5HDgJ,,,D Johnston - 2015,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=rJ5Sjtw5HDgJ,,,,,"https://scholar.google.com/scholar?q=related:rJ5Sjtw5HDgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3ArJ5Sjtw5HDgJ%3Ascholar.google.com%2F&start=0,,,,,,,,,,Citation,
12,On the computability of Solomonoff induction and AIXI,7VLoT6vM0zEJ,https://www.sciencedirect.com/science/article/pii/S0304397517308502,"… and the reinforcement learning agent AIXI are proposed … Moreover, we show that AIXI is not limit computable, thus it … ε-optimal approximations to AIXI. We also derive computability …","J Leike, M Hutter - Theoretical Computer Science, 2018 - Elsevier",J Leike,https://scholar.google.com/citations?user=beiWcokAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=beiWcokAAAAJ&engine=google_scholar_author&hl=en,beiWcokAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,sciencedirect.com,HTML,https://www.sciencedirect.com/science/article/pii/S0304397517308502,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=7VLoT6vM0zEJ,8.0,"https://scholar.google.com/scholar?cites=3590438364096516845&as_sdt=5,38&sciodt=0,38&hl=en&num=20",3590438364096516845,https://serpapi.com/search.json?as_sdt=5%2C38&cites=3590438364096516845&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:7VLoT6vM0zEJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3A7VLoT6vM0zEJ%3Ascholar.google.com%2F&start=0,4.0,"https://scholar.google.com/scholar?cluster=3590438364096516845&hl=en&num=20&as_sdt=0,38",3590438364096516845,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=3590438364096516845&engine=google_scholar&hl=en&num=20,,,,,,Html,https://www.sciencedirect.com/science/article/pii/S0304397517308502
13,"AIXI, FEP-AI, and integrated world models: Towards a unified understanding of intelligence and consciousness",O1XO9px8W-cJ,https://link.springer.com/chapter/10.1007/978-3-031-28719-0_18,"… With RNN-realized predictive coding mechanisms combined with reinforcement learning, systems learn to efficiently represent themselves, with these symbols becoming activated in the …","A Safron - International Workshop on Active Inference, 2022 - Springer",A Safron,https://scholar.google.com/citations?user=dZOoilgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=dZOoilgAAAAJ&engine=google_scholar_author&hl=en,dZOoilgAAAAJ,,,,,,,,,,,,,osf.io,PDF,https://osf.io/preprints/psyarxiv/4qkjp/download,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=O1XO9px8W-cJ,2.0,"https://scholar.google.com/scholar?cites=16671055459239482683&as_sdt=5,38&sciodt=0,38&hl=en&num=20",16671055459239482683,https://serpapi.com/search.json?as_sdt=5%2C38&cites=16671055459239482683&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:O1XO9px8W-cJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3AO1XO9px8W-cJ%3Ascholar.google.com%2F&start=0,11.0,"https://scholar.google.com/scholar?cluster=16671055459239482683&hl=en&num=20&as_sdt=0,38",16671055459239482683,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=16671055459239482683&engine=google_scholar&hl=en&num=20,,,,,,,
14,Universal reinforcement learning algorithms: Survey and experiments,rEcXSdzkQkYJ,https://arxiv.org/abs/1705.10557,"… In the setting of universal reinforcement learning, we lift the Markov, ergodic, and full-… -AIXI-Dirichlet appears to have asymptotically higher variance in its average reward than MC-AIXI. …","J Aslanides, J Leike, M Hutter - arXiv preprint arXiv:1705.10557, 2017 - arxiv.org",J Aslanides,https://scholar.google.com/citations?user=jWIWqfcAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=jWIWqfcAAAAJ&engine=google_scholar_author&hl=en,jWIWqfcAAAAJ,J Leike,https://scholar.google.com/citations?user=beiWcokAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=beiWcokAAAAJ&engine=google_scholar_author&hl=en,beiWcokAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1705.10557,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=rEcXSdzkQkYJ,25.0,"https://scholar.google.com/scholar?cites=5062860565888059308&as_sdt=5,38&sciodt=0,38&hl=en&num=20",5062860565888059308,https://serpapi.com/search.json?as_sdt=5%2C38&cites=5062860565888059308&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:rEcXSdzkQkYJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3ArEcXSdzkQkYJ%3Ascholar.google.com%2F&start=0,8.0,"https://scholar.google.com/scholar?cluster=5062860565888059308&hl=en&num=20&as_sdt=0,38",5062860565888059308,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=5062860565888059308&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:rEcXSdzkQkYJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",,,,,,
15,Feature reinforcement learning in practice,WbY-3gNrzKkJ,https://link.springer.com/chapter/10.1007/978-3-642-29946-9_10,… methods: The first approximation and implementation of AIXI for repeated matrix games [22]; … reinforcement learning setting and assumes n-Markov models of environments; and MC-AIXI…,"P Nguyen, P Sunehag, M Hutter - … Workshop on Reinforcement Learning, 2011 - Springer",P Nguyen,https://scholar.google.com/citations?user=cUGY-akAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=cUGY-akAAAAJ&engine=google_scholar_author&hl=en,cUGY-akAAAAJ,P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1108.3614,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=WbY-3gNrzKkJ,13.0,"https://scholar.google.com/scholar?cites=12235271952016520793&as_sdt=5,38&sciodt=0,38&hl=en&num=20",12235271952016520793,https://serpapi.com/search.json?as_sdt=5%2C38&cites=12235271952016520793&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:WbY-3gNrzKkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3AWbY-3gNrzKkJ%3Ascholar.google.com%2F&start=0,17.0,"https://scholar.google.com/scholar?cluster=12235271952016520793&hl=en&num=20&as_sdt=0,38",12235271952016520793,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=12235271952016520793&engine=google_scholar&hl=en&num=20,,,,,,,
16,Learning what to value,iMuqAqFCOrgJ,https://link.springer.com/chapter/10.1007/978-3-642-22887-2_35,"… In order to think clearly about ultraintelligent reinforcement learning agent implementations, we make use of Hutter’s AIXI[3][4], an optimality notion that solves the reinforcement learning …","D Dewey - International conference on artificial general …, 2011 - Springer",,,,,,,,,,,,,,,,,danieldewey.net,PDF,https://www.danieldewey.net/learning-what-to-value.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=iMuqAqFCOrgJ,74.0,"https://scholar.google.com/scholar?cites=13274996110929873800&as_sdt=5,38&sciodt=0,38&hl=en&num=20",13274996110929873800,https://serpapi.com/search.json?as_sdt=5%2C38&cites=13274996110929873800&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:iMuqAqFCOrgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3AiMuqAqFCOrgJ%3Ascholar.google.com%2F&start=0,15.0,"https://scholar.google.com/scholar?cluster=13274996110929873800&hl=en&num=20&as_sdt=0,38",13274996110929873800,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=13274996110929873800&engine=google_scholar&hl=en&num=20,,,,,,,
17,Nonparametric general reinforcement learning,cuVH0soPsrkJ,https://search.proquest.com/openview/e53820eee348a04eb3d2c0e95ce3d208/1?pq-origsite=gscholar&cbl=2026366,"… MDPs and consider reinforcement learning in environments … theory and put them in a reinforcement learning context: they … on Bayesian reinforcement learning agents, in particular AIXI. …",J Leike - 2016 - search.proquest.com,J Leike,https://scholar.google.com/citations?user=beiWcokAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=beiWcokAAAAJ&engine=google_scholar_author&hl=en,beiWcokAAAAJ,,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1611.08944,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=cuVH0soPsrkJ,29.0,"https://scholar.google.com/scholar?cites=13380774806656902514&as_sdt=5,38&sciodt=0,38&hl=en&num=20",13380774806656902514,https://serpapi.com/search.json?as_sdt=5%2C38&cites=13380774806656902514&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:cuVH0soPsrkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3AcuVH0soPsrkJ%3Ascholar.google.com%2F&start=0,6.0,"https://scholar.google.com/scholar?cluster=13380774806656902514&hl=en&num=20&as_sdt=0,38",13380774806656902514,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=13380774806656902514&engine=google_scholar&hl=en&num=20,,,,,,,
18,"Delusion, survival, and intelligent agents",6qs_ZGLEWGkJ,https://link.springer.com/chapter/10.1007/978-3-642-22887-2_2,"… : reinforcementlearning, goal-seeking, prediction-seeking, and knowledge-seeking agents. Our main results are that: 1) The reinforcement-learning … As for AIXI, we expect the learning …","M Ring, L Orseau - … General Intelligence: 4th International Conference, AGI …, 2011 - Springer",M Ring,https://scholar.google.com/citations?user=9MlmvQUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=9MlmvQUAAAAJ&engine=google_scholar_author&hl=en,9MlmvQUAAAAJ,L Orseau,https://scholar.google.com/citations?user=HVJjWlEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=HVJjWlEAAAAJ&engine=google_scholar_author&hl=en,HVJjWlEAAAAJ,,,,,,,,,hal.science,PDF,https://hal.science/hal-01000226/document,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=6qs_ZGLEWGkJ,93.0,"https://scholar.google.com/scholar?cites=7591033098800704490&as_sdt=5,38&sciodt=0,38&hl=en&num=20",7591033098800704490,https://serpapi.com/search.json?as_sdt=5%2C38&cites=7591033098800704490&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:6qs_ZGLEWGkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3A6qs_ZGLEWGkJ%3Ascholar.google.com%2F&start=0,17.0,"https://scholar.google.com/scholar?cluster=7591033098800704490&hl=en&num=20&as_sdt=0,38",7591033098800704490,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=7591033098800704490&engine=google_scholar&hl=en&num=20,,,,,,,
19,Evaluating a reinforcement learning algorithm with a general intelligence test,lPr14VauaKkJ,https://link.springer.com/chapter/10.1007/978-3-642-25274-7_1,"… In fact, what we have done here for reinforcement learning … ’ classic and new reinforcement learning problems that look … is a Monte Carlo approximation to AIXI [16], which is showing …","J Insa-Cabrera, DL Dowe… - Conference of the Spanish …, 2011 - Springer",DL Dowe,https://scholar.google.com/citations?user=8ZlclUsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=8ZlclUsAAAAJ&engine=google_scholar_author&hl=en,8ZlclUsAAAAJ,,,,,,,,,,,,,upv.es,PDF,https://riunet.upv.es/bitstream/handle/10251/37392/caepia11-jho-jic-dld.pdf?sequence=2,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=lPr14VauaKkJ,48.0,"https://scholar.google.com/scholar?cites=12207198478169143956&as_sdt=5,38&sciodt=0,38&hl=en&num=20",12207198478169143956,https://serpapi.com/search.json?as_sdt=5%2C38&cites=12207198478169143956&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:lPr14VauaKkJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,38",https://serpapi.com/search.json?as_sdt=0%2C38&engine=google_scholar&hl=en&num=20&q=related%3AlPr14VauaKkJ%3Ascholar.google.com%2F&start=0,17.0,"https://scholar.google.com/scholar?cluster=12207198478169143956&hl=en&num=20&as_sdt=0,38",12207198478169143956,https://serpapi.com/search.json?as_sdt=0%2C38&cluster=12207198478169143956&engine=google_scholar&hl=en&num=20,,,,,,,
0,Feature reinforcement learning: state of the art,tAO0I0I3I_UJ,https://cdn.aaai.org/ocs/ws/ws1209/8791-37973-1-PB.pdf,Feature reinforcement learning was introduced five years ago as a principled and practical approach to history-based learning. This paper examines the progress since its inception. We …,"M Daswani, P Sunehag, M Hutter - Workshops at the Twenty-Eighth …, 2014 - cdn.aaai.org",M Daswani,https://scholar.google.com/citations?user=GU-CgkEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=GU-CgkEAAAAJ&engine=google_scholar_author&hl=en,GU-CgkEAAAAJ,P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,aaai.org,PDF,https://cdn.aaai.org/ocs/ws/ws1209/8791-37973-1-PB.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=tAO0I0I3I_UJ,16.0,"https://scholar.google.com/scholar?cites=17664022920683586484&as_sdt=2005&sciodt=0,5&hl=en&num=20",17664022920683586484,https://serpapi.com/search.json?as_sdt=2005&cites=17664022920683586484&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:tAO0I0I3I_UJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AtAO0I0I3I_UJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=17664022920683586484&hl=en&num=20&as_sdt=0,5",17664022920683586484,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=17664022920683586484&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:tAO0I0I3I_UJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,Pdf,
1,Reinforcement learning algorithms for solving classification problems,UlqYEg2IP8UJ,https://ieeexplore.ieee.org/abstract/document/5967372/,"… Furthermore, other reinforcement learning algorithms such as the AIXI agent [11], [12], the … It may also be worthwhile to look at ensembles of reinforcement learning algorithms [16], …","MA Wiering, H Van Hasselt… - … and Reinforcement …, 2011 - ieeexplore.ieee.org",MA Wiering,https://scholar.google.com/citations?user=880vFIgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=880vFIgAAAAJ&engine=google_scholar_author&hl=en,880vFIgAAAAJ,H Van Hasselt,https://scholar.google.com/citations?user=W80oBMkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=W80oBMkAAAAJ&engine=google_scholar_author&hl=en,W80oBMkAAAAJ,,,,,,,,,researchgate.net,PDF,https://www.researchgate.net/profile/Lambert-Schomaker/publication/224250582_Reinforcement_learning_algorithms_for_solving_classification_problems/links/0fcfd508e4b86cc5a5000000/Reinforcement-learning-algorithms-for-solving-classification-problems.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=UlqYEg2IP8UJ,82.0,"https://scholar.google.com/scholar?cites=14213228538732501586&as_sdt=2005&sciodt=0,5&hl=en&num=20",14213228538732501586,https://serpapi.com/search.json?as_sdt=2005&cites=14213228538732501586&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:UlqYEg2IP8UJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AUlqYEg2IP8UJ%3Ascholar.google.com%2F&start=20,10.0,"https://scholar.google.com/scholar?cluster=14213228538732501586&hl=en&num=20&as_sdt=0,5",14213228538732501586,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=14213228538732501586&engine=google_scholar&hl=en&num=20,,,,,,,
2,Feature reinforcement learning: Part I. unstructured MDPs,jamGgd3HJIYJ,https://intapi.sciendo.com/pdf/10.2478/v10229-011-0002-8,"… On the other hand, reinforcement learning is well-developed for small finite state Markov … expand the scope of many existing reinforcement learning algorithms and the agents that …",M Hutter - 2009 - intapi.sciendo.com,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,sciendo.com,PDF,https://intapi.sciendo.com/pdf/10.2478/v10229-011-0002-8,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=jamGgd3HJIYJ,76.0,"https://scholar.google.com/scholar?cites=9666070454418712973&as_sdt=2005&sciodt=0,5&hl=en&num=20",9666070454418712973,https://serpapi.com/search.json?as_sdt=2005&cites=9666070454418712973&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:jamGgd3HJIYJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AjamGgd3HJIYJ%3Ascholar.google.com%2F&start=20,16.0,"https://scholar.google.com/scholar?cluster=9666070454418712973&hl=en&num=20&as_sdt=0,5",9666070454418712973,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=9666070454418712973&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:jamGgd3HJIYJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,Pdf,
3,"Rationality, optimism and guarantees in general reinforcement learning",BKIxZzHLflYJ,https://www.jmlr.org/papers/volume16/sunehag15a/sunehag15a.pdf,… In Section 4 we show the importance of optimism for asymptotic optimality for a generic Bayesian reinforcement learning agent called AIXI and we extend this agent to an optimistic …,"P Sunehag, M Hutter - The Journal of Machine Learning Research, 2015 - jmlr.org",P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,jmlr.org,PDF,https://www.jmlr.org/papers/volume16/sunehag15a/sunehag15a.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=BKIxZzHLflYJ,18.0,"https://scholar.google.com/scholar?cites=6232642347372487172&as_sdt=2005&sciodt=0,5&hl=en&num=20",6232642347372487172,https://serpapi.com/search.json?as_sdt=2005&cites=6232642347372487172&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:BKIxZzHLflYJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ABKIxZzHLflYJ%3Ascholar.google.com%2F&start=20,9.0,"https://scholar.google.com/scholar?cluster=6232642347372487172&hl=en&num=20&as_sdt=0,5",6232642347372487172,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=6232642347372487172&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:BKIxZzHLflYJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,Pdf,
4,QKSA: Quantum Knowledge Seeking Agent--resource-optimized reinforcement learning using quantum process tomography,N0tpEpcmI1AJ,https://arxiv.org/abs/2112.03643,… UAGI is formulated in a general reinforcement learning (GRL… The canonical model of UAGI is the AIXI model [2]. It is the … the extrinsic reward function in AIXI to a utility function defined as …,"A Sarkar, Z Al-Ars, H Gandhi, K Bertels - arXiv preprint arXiv:2112.03643, 2021 - arxiv.org",A Sarkar,https://scholar.google.com/citations?user=Qo84iBgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Qo84iBgAAAAJ&engine=google_scholar_author&hl=en,Qo84iBgAAAAJ,Z Al-Ars,https://scholar.google.com/citations?user=RWpNIJ8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=RWpNIJ8AAAAJ&engine=google_scholar_author&hl=en,RWpNIJ8AAAAJ,H Gandhi,https://scholar.google.com/citations?user=5r0CxM4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=5r0CxM4AAAAJ&engine=google_scholar_author&hl=en,5r0CxM4AAAAJ,K Bertels,https://scholar.google.com/citations?user=a3c2b_wAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=a3c2b_wAAAAJ&engine=google_scholar_author&hl=en,a3c2b_wAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/2112.03643,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=N0tpEpcmI1AJ,5.0,"https://scholar.google.com/scholar?cites=5774501577509915447&as_sdt=2005&sciodt=0,5&hl=en&num=20",5774501577509915447,https://serpapi.com/search.json?as_sdt=2005&cites=5774501577509915447&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:N0tpEpcmI1AJ:scholar.google.com/&scioq=%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AN0tpEpcmI1AJ%3Ascholar.google.com%2F&start=20,3.0,"https://scholar.google.com/scholar?cluster=5774501577509915447&hl=en&num=20&as_sdt=0,5",5774501577509915447,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=5774501577509915447&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:N0tpEpcmI1AJ:scholar.google.com/+%22reinforcement+learning%22+AND+%22aixi%22&hl=en&num=20&as_sdt=0,5",,,,,,
