position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,type,inline_links_cached_page_link,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,resources_1_title,resources_1_link
11,The benefits of model-based generalization in reinforcement learning,949fPq4cAbAJ,https://arxiv.org/abs/2211.02222,"… In particular, we use DQN instead of actor-critic and, since our … An AIXI agent maximizes expected return over all computable world … While AIXI is itself not computable, computable …","K Young, A Ramesh, L Kirsch… - arXiv preprint arXiv …, 2022 - arxiv.org",K Young,https://scholar.google.com/citations?user=zI2uHi8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=zI2uHi8AAAAJ&engine=google_scholar_author&hl=en,zI2uHi8AAAAJ,A Ramesh,https://scholar.google.com/citations?user=60K82BkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=60K82BkAAAAJ&engine=google_scholar_author&hl=en,60K82BkAAAAJ,L Kirsch,https://scholar.google.com/citations?user=w8AkOEAAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=w8AkOEAAAAAJ&engine=google_scholar_author&hl=en,w8AkOEAAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/2211.02222,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=949fPq4cAbAJ,17.0,"https://scholar.google.com/scholar?cites=12682449560348364791&as_sdt=5,44&sciodt=0,44&hl=en&num=20",12682449560348364791,https://serpapi.com/search.json?as_sdt=5%2C44&cites=12682449560348364791&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:949fPq4cAbAJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3A949fPq4cAbAJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=12682449560348364791&hl=en&num=20&as_sdt=0,44",12682449560348364791,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=12682449560348364791&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:949fPq4cAbAJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",,,,,,
12,Goal-directed online learning of predictive models,GFgkjb32sMwJ,https://link.springer.com/chapter/10.1007/978-3-642-29946-9_6,"… Our approach is (loosely) based on the actor-critic framework. Model parameters are estimated in an online fashion, interleaved with steps of data gathering and policy optimization. The …","SCW Ong, Y Grinberg, J Pineau - … Advances in Reinforcement Learning …, 2012 - Springer",Y Grinberg,https://scholar.google.com/citations?user=z-sG3n4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=z-sG3n4AAAAJ&engine=google_scholar_author&hl=en,z-sG3n4AAAAJ,J Pineau,https://scholar.google.com/citations?user=CEt6_mMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=CEt6_mMAAAAJ&engine=google_scholar_author&hl=en,CEt6_mMAAAAJ,,,,,psu.edu,PDF,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=91477e628c016f4583a113a287a62cd41fe6509d,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=GFgkjb32sMwJ,6.0,"https://scholar.google.com/scholar?cites=14749560073615595544&as_sdt=5,44&sciodt=0,44&hl=en&num=20",14749560073615595544,https://serpapi.com/search.json?as_sdt=5%2C44&cites=14749560073615595544&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:GFgkjb32sMwJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3AGFgkjb32sMwJ%3Ascholar.google.com%2F&start=20,10.0,"https://scholar.google.com/scholar?cluster=14749560073615595544&hl=en&num=20&as_sdt=0,44",14749560073615595544,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=14749560073615595544&engine=google_scholar&hl=en&num=20,,,,,,,,
13,Real-Time Autonomic Decision Making Under Uncertain Environments for UAV-Based Search-And-Rescue Missions,Rmz-M6du3gUJ,https://search.proquest.com/openview/8e4289d95fd7ef073ac285969bb521fc/1?pq-origsite=gscholar&cbl=18750&diss=y,… actor-critic based Multi-Agent Deep Reinforcement Learning (… • Imperfect communication and partial observability—the … to solve the partial observability/limited communication problem. …,V Sadhu - 2020 - search.proquest.com,V Sadhu,https://scholar.google.com/citations?user=K5GcTPYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=K5GcTPYAAAAJ&engine=google_scholar_author&hl=en,K5GcTPYAAAAJ,,,,,,,,,rutgers.edu,PDF,https://rucore.libraries.rutgers.edu/rutgers-lib/64809/PDF/1/play/,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Rmz-M6du3gUJ,,,,,"https://scholar.google.com/scholar?q=related:Rmz-M6du3gUJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3ARmz-M6du3gUJ%3Ascholar.google.com%2F&start=20,3.0,"https://scholar.google.com/scholar?cluster=422897079430310982&hl=en&num=20&as_sdt=0,44",422897079430310982,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=422897079430310982&engine=google_scholar&hl=en&num=20,,,,,,,,
14,Model-free output consensus control for partially observable heterogeneous multivehicle systems,_MQDn2IEaikJ,https://ieeexplore.ieee.org/abstract/document/9043476/,"… With a distributed adaptive observer, a model-free reinforcement learning (RL) algorithm … In this section, the Q-function-based ADP approach is implemented via actor-critic structure …","Y Sun, X Chen, W Wang, H Fu… - IEEE Internet of Things …, 2020 - ieeexplore.ieee.org",Y Sun,https://scholar.google.com/citations?user=jhV1sqwAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=jhV1sqwAAAAJ&engine=google_scholar_author&hl=en,jhV1sqwAAAAJ,X Chen,https://scholar.google.com/citations?user=Jcrh5xAAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Jcrh5xAAAAAJ&engine=google_scholar_author&hl=en,Jcrh5xAAAAAJ,W Wang,https://scholar.google.com/citations?user=UedS9LQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=UedS9LQAAAAJ&engine=google_scholar_author&hl=en,UedS9LQAAAAJ,researchgate.net,PDF,https://www.researchgate.net/profile/Yipu-Sun/publication/340074300_Model-Free_Output_Consensus_Control_for_Partially_Observable_Heterogeneous_Multi-vehicle_Systems/links/5f18f227a6fdcc9626aa290e/Model-Free-Output-Consensus-Control-for-Partially-Observable-Heterogeneous-Multi-vehicle-Systems.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=_MQDn2IEaikJ,11.0,"https://scholar.google.com/scholar?cites=2984202524707505404&as_sdt=5,44&sciodt=0,44&hl=en&num=20",2984202524707505404,https://serpapi.com/search.json?as_sdt=5%2C44&cites=2984202524707505404&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:_MQDn2IEaikJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3A_MQDn2IEaikJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=2984202524707505404&hl=en&num=20&as_sdt=0,44",2984202524707505404,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=2984202524707505404&engine=google_scholar&hl=en&num=20,,,,,,,,
15,An online event-triggered near-optimal controller for Nash solution in interconnected system,YTdosD2CyigJ,https://ieeexplore.ieee.org/abstract/document/9016373/,… The near-optimal control policies are generated online only at events using actor-critic neural network architecture whose weights are updated too at the same instants. The approach …,"NK Dhar, NK Verma, L Behera - IEEE Transactions on Neural …, 2020 - ieeexplore.ieee.org",NK Dhar,https://scholar.google.com/citations?user=xH9YlKQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=xH9YlKQAAAAJ&engine=google_scholar_author&hl=en,xH9YlKQAAAAJ,NK Verma,https://scholar.google.com/citations?user=Iir1EBsAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=Iir1EBsAAAAJ&engine=google_scholar_author&hl=en,Iir1EBsAAAAJ,L Behera,https://scholar.google.com/citations?user=QWTcyP8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=QWTcyP8AAAAJ&engine=google_scholar_author&hl=en,QWTcyP8AAAAJ,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=YTdosD2CyigJ,12.0,"https://scholar.google.com/scholar?cites=2939304908276905825&as_sdt=5,44&sciodt=0,44&hl=en&num=20",2939304908276905825,https://serpapi.com/search.json?as_sdt=5%2C44&cites=2939304908276905825&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:YTdosD2CyigJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3AYTdosD2CyigJ%3Ascholar.google.com%2F&start=20,3.0,"https://scholar.google.com/scholar?cluster=2939304908276905825&hl=en&num=20&as_sdt=0,44",2939304908276905825,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=2939304908276905825&engine=google_scholar&hl=en&num=20,,,,,,,,
16,Machine learning of motor skills for robotics,Wheao5LtNTcJ,https://search.proquest.com/openview/7a41ca55ed6965156dc397c853b40b14/1?pq-origsite=gscholar&cbl=18750,"… classes of novel reinforcement learning methods, ie, the Natural Actor-Critic and the Reward… with a mapping xi = fi(q,q,t) can be forced to execute each motor primitive Aixi = bi in order to …",JR Peters - 2007 - search.proquest.com,JR Peters,https://scholar.google.com/citations?user=-kIVAcAAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=-kIVAcAAAAAJ&engine=google_scholar_author&hl=en,-kIVAcAAAAAJ,,,,,,,,,mpg.de,PDF,https://pure.mpg.de/rest/items/item_1789551/component/file_3033260/content,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Wheao5LtNTcJ,104.0,"https://scholar.google.com/scholar?cites=3978347059917494106&as_sdt=5,44&sciodt=0,44&hl=en&num=20",3978347059917494106,https://serpapi.com/search.json?as_sdt=5%2C44&cites=3978347059917494106&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:Wheao5LtNTcJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3AWheao5LtNTcJ%3Ascholar.google.com%2F&start=20,12.0,"https://scholar.google.com/scholar?cluster=3978347059917494106&hl=en&num=20&as_sdt=0,44",3978347059917494106,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=3978347059917494106&engine=google_scholar&hl=en&num=20,Book,,,,,,,
17,Learning causal state representations of partially observable environments,V49aVkmME14J,https://arxiv.org/abs/1906.10437,"… In sum, we propose a fourth approach for learning latent representations in partial observability settings with causal states, and provide theoretical guarantees from both computational …","A Zhang, ZC Lipton, L Pineda… - arXiv preprint arXiv …, 2019 - arxiv.org",A Zhang,https://scholar.google.com/citations?user=mXtH1UYAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=mXtH1UYAAAAJ&engine=google_scholar_author&hl=en,mXtH1UYAAAAJ,ZC Lipton,https://scholar.google.com/citations?user=MN9Kfg8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=MN9Kfg8AAAAJ&engine=google_scholar_author&hl=en,MN9Kfg8AAAAJ,L Pineda,https://scholar.google.com/citations?user=rebEn8oAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=rebEn8oAAAAJ&engine=google_scholar_author&hl=en,rebEn8oAAAAJ,arxiv.org,PDF,https://arxiv.org/pdf/1906.10437,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=V49aVkmME14J,58.0,"https://scholar.google.com/scholar?cites=6778916110732005207&as_sdt=5,44&sciodt=0,44&hl=en&num=20",6778916110732005207,https://serpapi.com/search.json?as_sdt=5%2C44&cites=6778916110732005207&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:V49aVkmME14J:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3AV49aVkmME14J%3Ascholar.google.com%2F&start=20,5.0,"https://scholar.google.com/scholar?cluster=6778916110732005207&hl=en&num=20&as_sdt=0,44",6778916110732005207,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=6778916110732005207&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:V49aVkmME14J:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",,,,,,
18,Deep Reinforcement Learning-Based DoS Attack and its Countermeasures in Cyber-Physical Systems,FiE55scXcBIJ,https://search.proquest.com/openview/6925d4a4147754a4f0c6186d69212679/1?pq-origsite=gscholar&cbl=2026366&diss=y,"… Second, we propose a DDPG-based algorithm which integrates the advantages of DQN and actor-critic to obtain an effective learning-based attack power allocation in continuous space…",M Huang - 2022 - search.proquest.com,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=FiE55scXcBIJ,,,,,"https://scholar.google.com/scholar?q=related:FiE55scXcBIJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3AFiE55scXcBIJ%3Ascholar.google.com%2F&start=20,,,,,,,,,,,,
19,State entropy maximization in POMDPs,yIHmNSisytwJ,https://www.politesi.polimi.it/handle/10589/219731,"… State Entropy Maximization to the POMDP framework. We will do … Actor-critic methods have been designed to combine the … Within the actor-critic methods, the Soft Actor-Critic (SAC) [14] …",D CIRINO - 2022 - politesi.polimi.it,,,,,,,,,,,,,polimi.it,PDF,https://www.politesi.polimi.it/bitstream/10589/219731/3/2024_04_Cirino_Tesi_01.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=yIHmNSisytwJ,,,,,"https://scholar.google.com/scholar?q=related:yIHmNSisytwJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3AyIHmNSisytwJ%3Ascholar.google.com%2F&start=20,,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:yIHmNSisytwJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",,,,,,
20,Adaptive-critic design for decentralized event-triggered control of constrained nonlinear interconnected systems within an identifier-critic framework,pKgOWAs5I0MJ,https://ieeexplore.ieee.org/abstract/document/9314069/,"… This success is mainly attributed to its special actor–critic dual networks framework. Specifically, an actor releases an action to the systems/surroundings, and a critic makes an …","X Huo, HR Karimi, X Zhao, B Wang… - IEEE Transactions on …, 2021 - ieeexplore.ieee.org",HR Karimi,https://scholar.google.com/citations?user=YcTS0ZMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=YcTS0ZMAAAAJ&engine=google_scholar_author&hl=en,YcTS0ZMAAAAJ,X Zhao,https://scholar.google.com/citations?user=uYkpwCAAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=uYkpwCAAAAAJ&engine=google_scholar_author&hl=en,uYkpwCAAAAAJ,B Wang,https://scholar.google.com/citations?user=9sau-6oAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=9sau-6oAAAAJ&engine=google_scholar_author&hl=en,9sau-6oAAAAJ,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=pKgOWAs5I0MJ,157.0,"https://scholar.google.com/scholar?cites=4837773145610823844&as_sdt=5,44&sciodt=0,44&hl=en&num=20",4837773145610823844,https://serpapi.com/search.json?as_sdt=5%2C44&cites=4837773145610823844&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:pKgOWAs5I0MJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,44",https://serpapi.com/search.json?as_sdt=0%2C44&engine=google_scholar&hl=en&num=20&q=related%3ApKgOWAs5I0MJ%3Ascholar.google.com%2F&start=20,5.0,"https://scholar.google.com/scholar?cluster=4837773145610823844&hl=en&num=20&as_sdt=0,44",4837773145610823844,https://serpapi.com/search.json?as_sdt=0%2C44&cluster=4837773145610823844&engine=google_scholar&hl=en&num=20,,,,,,,,
1,Learning optimal stochastic sensor scheduling for remote estimation with channel capacity constraint,BGd6QQYBMSgJ,https://ieeexplore.ieee.org/abstract/document/9784925/,"… policy gradient, a recent deep reinforcement learning algorithm, is utilized to obtain an … DDPG adopts the actor-critic architecture, that is, an actor network π(s|θπ), which is used to …","L Yang, Y Xu, Z Huang, H Rao… - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",L Yang,https://scholar.google.com/citations?user=G-u29p4AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=G-u29p4AAAAJ&engine=google_scholar_author&hl=en,G-u29p4AAAAJ,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=BGd6QQYBMSgJ,6.0,"https://scholar.google.com/scholar?cites=2896097161755911940&as_sdt=5,33&sciodt=0,33&hl=en&num=20",2896097161755911940,https://serpapi.com/search.json?as_sdt=5%2C33&cites=2896097161755911940&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:BGd6QQYBMSgJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,33",https://serpapi.com/search.json?as_sdt=0%2C33&engine=google_scholar&hl=en&num=20&q=related%3ABGd6QQYBMSgJ%3Ascholar.google.com%2F&start=40,2.0,"https://scholar.google.com/scholar?cluster=2896097161755911940&hl=en&num=20&as_sdt=0,33",2896097161755911940,https://serpapi.com/search.json?as_sdt=0%2C33&cluster=2896097161755911940&engine=google_scholar&hl=en&num=20,,,,,,,,
2,A Federated Reinforcement Learning Approach for Autonomous Vehicle Platooning,wY2pKV0kz3QJ,https://atrium.lib.uoguelph.ca/handle/10214/27063,"… The limitations of DQN in continuous environments led to the development of DDPG: a combination of DQN, actor-critic, and deterministic policy gradients, providing a DRL algorithm …",C Boin - 2022 - atrium.lib.uoguelph.ca,,,,,,,,,,,,,uoguelph.ca,PDF,https://atrium.lib.uoguelph.ca/bitstream/handle/10214/27063/Boin_Christian_202207_MASc.pdf?sequence=5,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=wY2pKV0kz3QJ,,,,,"https://scholar.google.com/scholar?q=related:wY2pKV0kz3QJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,33",https://serpapi.com/search.json?as_sdt=0%2C33&engine=google_scholar&hl=en&num=20&q=related%3AwY2pKV0kz3QJ%3Ascholar.google.com%2F&start=40,2.0,"https://scholar.google.com/scholar?cluster=8416986211128282561&hl=en&num=20&as_sdt=0,33",8416986211128282561,https://serpapi.com/search.json?as_sdt=0%2C33&cluster=8416986211128282561&engine=google_scholar&hl=en&num=20,,"https://scholar.googleusercontent.com/scholar?q=cache:wY2pKV0kz3QJ:scholar.google.com/+%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,33",,,,,,
3,On Meeting a Maximum Delay Constraint Using Reinforcement Learning in Wireless Networks,UigMuUmjciQJ,https://search.proquest.com/openview/85c3d6a98ca79e585d50314473966e1c/1?pq-origsite=gscholar&cbl=18750&diss=y,"… with the full knowledge of the statistics and in this regard, we benefit from reinforcement learning (RL). Second, as the first work in this area, we use inverse RL (IRL) in case no prior …",H Shafieirad - 2023 - search.proquest.com,H Shafieirad,https://scholar.google.com/citations?user=8Q85_zQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=8Q85_zQAAAAJ&engine=google_scholar_author&hl=en,8Q85_zQAAAAJ,,,,,,,,,utoronto.ca,PDF,https://tspace.library.utoronto.ca/bitstream/1807/130454/3/Shafieirad_Hossein_202311_PhD_thesis.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=UigMuUmjciQJ,1.0,"https://scholar.google.com/scholar?cites=2626341069742942290&as_sdt=5,33&sciodt=0,33&hl=en&num=20",2626341069742942290,https://serpapi.com/search.json?as_sdt=5%2C33&cites=2626341069742942290&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:UigMuUmjciQJ:scholar.google.com/&scioq=%22reinforcement+learning%22+OR+%22POMDP%22+OR+%22Bayesian+optimization%22+OR+%22Bayesian+reinforcement+learning%22+OR+%22Partial+observability%22+OR+%22monte+carlo+planning%22+OR+%22BADDr%22+OR+%22monte+carlo+tree+search%22+OR+%22temporal+difference%22+or+%22actor-critic%22+or+%22AIXI%22&hl=en&num=20&as_sdt=0,33",https://serpapi.com/search.json?as_sdt=0%2C33&engine=google_scholar&hl=en&num=20&q=related%3AUigMuUmjciQJ%3Ascholar.google.com%2F&start=40,2.0,"https://scholar.google.com/scholar?cluster=2626341069742942290&hl=en&num=20&as_sdt=0,33",2626341069742942290,https://serpapi.com/search.json?as_sdt=0%2C33&cluster=2626341069742942290&engine=google_scholar&hl=en&num=20,,,,,,,,
